id,track_name,artist_name,acousticness,danceability,energy,valence,instrumentalness,speechiness,tempo,loudness,mode,key,duration_ms,time_signature
4Dvbd1LW8bZ57npA9ppS5r,Beach Resort,Purrple Cat,0.752,0.713,0.441,0.365,0.732,0.0413,119.982,-14.077,1,0,130125,4
20DB0wXqHeyoWDehLeEBeA,Twilight Market,Purrple Cat,0.611,0.675,0.214,0.0374,0.882,0.0365,124.022,-14.501,1,2,174728,4
1ZU8fjBMkSSGf7qxPoM7wp,Dune Drifter,Purrple Cat,0.827,0.684,0.274,0.166,0.888,0.0378,133.976,-14.6,0,7,150718,4
7sW3Zih8LvdHUThYsBuuyy,Foggy Window,Purrple Cat,0.899,0.724,0.338,0.303,0.923,0.0613,79.984,-15.78,0,9,192758,4
0UqnsB2mtyAvl4xqYt5otR,42,Purrple Cat,0.775,0.623,0.286,0.307,0.928,0.0479,90.02,-14.727,1,5,202875,4
6xxEgrVW69vyhmSeCwLcMU,Space Rain,Purrple Cat,0.712,0.658,0.281,0.0831,0.89,0.036,80.007,-15.131,0,9,127516,4
5fPpaE3Qd2ulfUIRwfJF24,In the Past,Purrple Cat,0.662,0.722,0.135,0.124,0.871,0.0376,120.004,-15.006,1,8,164260,4
703IS4Nk9enqdwN84HcuJj,Happy Trails,Purrple Cat,0.813,0.849,0.25,0.264,0.869,0.0446,137.98,-15.143,1,0,139574,4
1RyzWwl1XbWEK9XoQmA51S,Light Years Apart,Purrple Cat,0.672,0.761,0.316,0.134,0.875,0.0342,101.0,-11.71,1,10,205885,4
5UOar0bOKsUuHcHjbKbAoh,Cold Hands,Purrple Cat,0.918,0.584,0.254,0.112,0.879,0.0335,159.992,-16.829,0,9,178516,4
6Q9AuHpL4fUzhaM1V7RtNY,Yesteryear,Purrple Cat,0.876,0.722,0.246,0.075,0.921,0.0332,128.002,-13.013,1,3,167822,4
2olNxg4BTjqqmyT7DL0Sh5,Journey's End,Purrple Cat,0.875,0.701,0.136,0.364,0.92,0.0481,119.998,-14.488,0,11,163010,4
10fczALgpuO5Kcplo8HpN1,Fourth Dimension,Purrple Cat,0.552,0.561,0.291,0.481,0.867,0.0312,177.159,-13.187,0,9,177246,3
0vObQLBp7nSz3ccZPz3Rkr,In the Moment,Purrple Cat,0.402,0.685,0.285,0.19,0.906,0.0283,115.997,-15.143,1,0,203287,4
0GB1qIvHAudmgp3nJ7wdza,The Red Dot,Purrple Cat,0.842,0.741,0.462,0.239,0.931,0.0547,125.02,-14.106,0,6,141440,4
5eXrYzI8pqlvDrs8ZBpnEk,Creation,Purrple Cat,0.712,0.61,0.299,0.509,0.831,0.03,136.075,-12.368,0,7,193442,3
3QH5nm30Qb6NtAGtufIuNv,Shopping Spree,Purrple Cat,0.464,0.653,0.578,0.33,0.919,0.0627,84.9,-11.101,1,3,136132,4
35uCQ9RzCpNHrvoSNiP2Gt,Pitter Patter,Purrple Cat,0.797,0.616,0.224,0.193,0.875,0.0464,192.158,-15.932,0,5,180163,4
5hWZtoe438YDHHcRcyyquk,After the Rain,Purrple Cat,0.896,0.632,0.152,0.145,0.807,0.0537,100.021,-16.778,1,6,163812,4
